term,document_count,percent,examples
gefasst november rheumatoide arthritis,2,0.3,
jahren kopfschmerzen jahren,2,0.3,
kopfschmerzen jahren,2,0.3,
arthrose vater,2,0.3,
impingement syndrom schultergelenk links,2,0.3,
obstruktives schlafapnoe syndrom,2,0.3,Leichtgradiges obstruktives Schlafapnoe Syndrom zurzeit nicht Behandlungsbedürftig.
november rheumatoide arthritis,2,0.3,
erschöpfungsgefühl einschränkung alltagstätigkeiten,2,0.3,
rechts impingement syndrom schultergelenk,2,0.3,
hashimoto,2,0.3,Hashimoto Thyreoiditis - zurzeit Euthyreote Stoffwechsellage (Labor vom 13.09.2024). | Bekannt ist außerdem eine Hashimoto-Thyreoiditis.
obstruktives schlafapnoe syndrom zurzeit,2,0.3,Leichtgradiges obstruktives Schlafapnoe Syndrom zurzeit nicht Behandlungsbedürftig.
ciprofloxacin novaminsulfon penicillin schwindel,2,0.3,
einschränkung alltagstätigkeiten schlaf durchschlafstörungen,2,0.3,
schlafapnoe syndrom zurzeit,2,0.3,Leichtgradiges obstruktives Schlafapnoe Syndrom zurzeit nicht Behandlungsbedürftig.
einem erschöpfungsgefühl einschränkung,2,0.3,
rechts impingement,2,0.3,
rechts impingement syndrom,2,0.3,
rhizarthrose schmerzen ziehend treten,2,0.3,
daumengelenk rahmen einer rhizarthrose,2,0.3,
rhizarthrose schmerzen ziehend,2,0.3,
jahren endometriose anhaltende schmerzen,2,0.3,
endometriose anhaltende,2,0.3,
jahren endometriose,2,0.3,
endometriose anhaltende schmerzen unterschiedlicher,2,0.3,
jahren endometriose anhaltende,2,0.3,
müdigkeitssyndrom entwickelt,2,0.3,"Darüber hinaus gibt die Patientin an, dass sie im Zusammenhang mit ihren chronischen Schmerzen ein Müdigkeitssyndrom entwickelt habe. | Infolgedessen habe sich ein chronisches Müdigkeitssyndrom entwickelt."
endometriose anhaltende schmerzen,2,0.3,
jahren dorsalgien bereich einem,2,0.3,
dorsalgien bereich einem,2,0.3,
hinaus jahren dorsalgien,2,0.3,
hinaus jahren dorsalgien bereich,2,0.3,
empfunden hinaus jahren dorsalgien,2,0.3,
empfunden kopfschmerzen,2,0.3,
vater diabetes mellitus gynäkologische,2,0.3,
rheumatoide arthritis diagnostiziert allem,2,0.3,
impingement syndrom schultergelenk,2,0.3,
november rheumatoide arthritis diagnostiziert,2,0.3,
beschwerden gefasst november rheumatoide,2,0.3,
alltagstätigkeiten schlaf durchschlafstörungen gestört,2,0.3,
diabetes mellitus gynäkologische anamnese,2,0.3,
syndrom schultergelenk links,2,0.3,Impingement-Syndrom Schultergelenk links.
einem erschöpfungsgefühl einschränkung alltagstätigkeiten,2,0.3,
abgeschlagenheit einem erschöpfungsgefühl einschränkung,2,0.3,
syndrom zurzeit behandlungsbedürftig,2,0.3,
arterielle hypertonie vegetative,2,0.3,
beidseitiger tinnitus,2,0.3,"Eine weitere Beschwerde ist ihr beidseitiger Tinnitus, welcher schon seit über fünfzehn Jahren bestehen würde. | Weiterhin besteht ein beidseitiger Tinnitus aurium in Form eines anhaltenden Rauschens und Pfeifens, der bereits seit Jahren bekannt ist."
einer rhizarthrose schmerzen,2,0.3,
rahmen einer rhizarthrose schmerzen,2,0.3,
rhizarthrose schmerzen,2,0.3,
polymyalgie,2,0.3,"Die schulmedizinische Diagnose lautet Polymyalgie. | Zudem leide die Patientin seit vielen Jahren unter LWS- und Nacken-Schulter Beschwerden sowie Knie- (Arthrose, bohrend, vor allem beim Treppengehen) und Hüft-Schmerzen (Arthrose.) Darüber hinaus wurde bei der Patientin eine Polymyalgie Rheumatica (Beginn 8/2022) diagnostiziert, der eine Kortisonbehandlung erforderlich machte (bis 4/2023)."
rhizarthrose eingeschränkter greiffunktion,2,0.3,
linksbetonten rhizarthrose,2,0.3,"Als weitere behandlungsbedürftige Beschwerden werden belastungsabhängige Schmerzen im Rahmen einer linksbetonten Rhizarthrose mit eingeschränkter Greiffunktion angegeben, insbesondere bei feinmotorischen Tätigkeiten wie dem Öffnen von Gläsern."
rhizarthrose eingeschränkter,2,0.3,
linksbetonten rhizarthrose eingeschränkter greiffunktion,2,0.3,
linksbetonten rhizarthrose eingeschränkter,2,0.3,
rahmen einer linksbetonten rhizarthrose,2,0.3,"Als weitere behandlungsbedürftige Beschwerden werden belastungsabhängige Schmerzen im Rahmen einer linksbetonten Rhizarthrose mit eingeschränkter Greiffunktion angegeben, insbesondere bei feinmotorischen Tätigkeiten wie dem Öffnen von Gläsern."
rhizarthrose eingeschränkter greiffunktion angegeben,2,0.3,
einer linksbetonten rhizarthrose eingeschränkter,2,0.3,
einer linksbetonten rhizarthrose,2,0.3,"Als weitere behandlungsbedürftige Beschwerden werden belastungsabhängige Schmerzen im Rahmen einer linksbetonten Rhizarthrose mit eingeschränkter Greiffunktion angegeben, insbesondere bei feinmotorischen Tätigkeiten wie dem Öffnen von Gläsern."
beschreibt zwei arten kopfschmerzen,2,0.3,
zwei arten kopfschmerzen,2,0.3,
emotionaler erschöpfung,2,0.3,"Es zeigt sich eine Mischung aus Frustration, emotionaler Erschöpfung und zunehmender Hilflosigkeit gegenüber der chronifizierten Symptomatik. | Es finden sich Hinweise auf eine chronifizierte depressive Symptomatik mit emotionaler Erschöpfung, innerer Anspannung und etwas reduzierter Stressresilienz."
einer rhizarthrose schmerzen ziehend,2,0.3,
gefasst november rheumatoide,2,0.3,
arthrose vater diabetes,2,0.3,
einem chronischen erschöpfungssyndrom,2,0.3,"Bei Aufnahme berichtet die Patientin, seit mehr als zehn Jahren unter einem chronischen Erschöpfungssyndrom zu leiden. | Bei Aufnahme berichtet die Patientin, seit mehr als zwei Jahren unter einem chronischen Erschöpfungssyndrom zu leiden."
unruhe konzentrationsstörungen,2,0.3,
innere unruhe konzentrationsstörungen,2,0.3,
mentaler erschöpfung,2,0.3,"Seitdem verlaufe die Symptomatik phasenweise mit wiederkehrenden Episoden ausgeprägter körperlicher und mentaler Erschöpfung. | Sie beschreibt ferner das Vorliegen eines anhaltenden „Brain Fog“-Zustandes mit subjektiv erlebter Verlangsamung, mentaler Erschöpfung und eingeschränkter kognitiver Verarbeitungskapazität."
spüre innere unruhe konzentrationsstörungen,2,0.3,
jahren einem chronischen erschöpfungssyndrom,2,0.3,
unruhe konzentrationsstörungen beziehungen,2,0.3,
chronischen erschöpfungssyndrom,2,0.3,"Bei Aufnahme berichtet die Patientin, seit mehr als zehn Jahren unter einem chronischen Erschöpfungssyndrom zu leiden. | Bei Aufnahme berichtet die Patientin, seit mehr als zwei Jahren unter einem chronischen Erschöpfungssyndrom zu leiden."
erschöpfungssymptomatik anamnestisch mehrere,2,0.3,
erschöpfungssymptomatik anamnestisch,2,0.3,
zusammenhang erschöpfungssymptomatik anamnestisch,2,0.3,
zusammenhang erschöpfungssymptomatik anamnestisch mehrere,2,0.3,
erschöpfungssymptomatik anamnestisch mehrere somatische,2,0.3,
zusammenhang erschöpfungssymptomatik,2,0.3,
diagnose lautet,2,0.3,Die schulmedizinische Diagnose lautet Polymyalgie. | Die schulmedizinische Diagnose lautet Fibromyalgie mehrere Lokalisationen.
schulmedizinische diagnose lautet,2,0.3,Die schulmedizinische Diagnose lautet Polymyalgie. | Die schulmedizinische Diagnose lautet Fibromyalgie mehrere Lokalisationen.
radikulopathie,2,0.3,"08/2015 kam es allerdings zu einer Exacerbation mit Radikulopathie L 5/S 1 mit deutlichem sensomotorischen Defizit und radikulären Schmerzen, sodass nach einer Cortisongabe wiederum eine IVIG-Gabe erfolgte. | Bei Aufnahme berichtet der Patient über ein chronisches lumbales Schmerzsyndrom mit beidseitiger Radikulopathie L5 bei Spondylolyse und ventraler Spondylolisthese LWK 5/SWK 1."
allem durchschlafstörungen beeinträchtigt hinsichtlich,2,0.3,
kognitiver verlangsamung konzentrationsstörungen einem,2,0.3,
jahren erschöpfungssymptomatik gefühl langsam,2,0.3,
jahren erschöpfungssymptomatik gefühl,2,0.3,
verdauungsstörungen fünfzehn jahren,2,0.3,
pfeifen rauschen tinnitus nacht,2,0.3,
verdauungsstörungen fünfzehn,2,0.3,
verdauungsstörungen fünfzehn jahren zeigten,2,0.3,
hohes pfeifen rauschen tinnitus,2,0.3,
fünfzehn jahren tinnitus,2,0.3,
pfeifen tinnitus vorhanden erwähnt,2,0.3,
tinnitus vorhanden erwähnt,2,0.3,
selten pfeifen tinnitus vorhanden,2,0.3,
innere unruhe konzentrationsstörungen beziehungen,2,0.3,
unruhe konzentrationsstörungen beziehungen anderen,2,0.3,
beschwerden restless legs,2,0.3,
migräne geht,2,0.3,"Die Migräne geht mit vegetativer Begleitsymptomatik einher: Licht- und Geräuschempfindlichkeit, Übelkeit; die Patientin benötigt Ruhe, legt sich ins Bett und sucht Dunkelheit. | Die Migräne geht mit starker Übelkeit ohne Erbrechen einher."
zervikaler spinalkanalstenose,2,0.3,"Hintergrund ist eine bekannte Skoliose sowie ein Bandscheibenprolaps auf Höhe C5/6 mit konsekutiver zervikaler Spinalkanalstenose. | Darüber hinaus berichtet er über intermittierenden ziehenden Zervikobrachialgien bei zervikaler Spinalkanalstenose, die seit über sieben Jahren bestehen würden."
kognitiver verlangsamung konzentrationsstörungen,2,0.3,
sinne kognitiver verlangsamung konzentrationsstörungen,2,0.3,
migräne betrifft migräne tage,2,0.3,
betrifft migräne tage monat,2,0.3,
empfunden migräne betrifft migräne,2,0.3,
stechenden empfunden migräne betrifft,2,0.3,
kopfschmerzen spannungstyp treten fast,2,0.3,
betrifft migräne tage,2,0.3,
migräne betrifft migräne,2,0.3,
lokalisiert stechenden empfunden migräne,2,0.3,
fortgeschrittenen gonarthrose,2,0.3,"Ein weiteres Problem der Patientin sind Schmerzen in beiden Kniegelenken linksbetont im Rahmen einer fortgeschrittenen Gonarthrose, die seit über sieben Jahren bestehen. | Es wurde eine fortgeschrittenen Gonarthrose diagnostiziert."
vielen jahren erschöpfungssymptomen ursächlich,2,0.3,
aufnahmegespräch vielen jahren erschöpfungssymptomen,2,0.3,
migränetagen monat,2,0.3,
degenerativen syndroms,2,0.3,
eines degenerativen syndroms,2,0.3,
müdigkeitssyndrom erschöpft,2,0.3,
bestehender diabetes mellitus,2,0.3,Als weiterer Problempunkt wird von der Patientin ein seit etwa zehn Jahren bestehender Diabetes mellitus angegeben.
bestehender diabetes,2,0.3,Als weiterer Problempunkt wird von der Patientin ein seit etwa zehn Jahren bestehender Diabetes mellitus angegeben.
chronisches müdigkeitssyndrom erschöpft fühle,2,0.3,
durchschlafstörungen beeinträchtigt morgens erwacht,2,0.3,
spannungskopfschmerzen schmerzen,2,0.3,
verspannung spannungskopfschmerzen schmerzen,2,0.3,
schulter verspannung spannungskopfschmerzen schmerzen,2,0.3,
beschwerden restless,2,0.3,
therapierelevante beschwerden restless,2,0.3,
weitere therapierelevante beschwerden restless,2,0.3,
therapierelevante beschwerden restless legs,2,0.3,
durchschlafstörungen gestört weitere therapierelevante,2,0.3,
treten kopfschmerzen zwei,2,0.3,
beiden kopfschmerzarten,2,0.3,"Nach ihren Angaben sei es für sie schwierig, zwischen beiden Kopfschmerzarten klar zu unterscheiden, da Spannungskopfschmerzen häufig in Migräne übergehen und umgekehrt Migräne in Spannungskopfschmerzen. | Bei beiden Kopfschmerzarten habe die Patientin starke Übelkeit, jedoch ganz selten Erbrechen."
vermehrten tachykardien,2,0.3,"Bei geringen Anstrengungen kommt es nun wieder zu Brustenge, vermehrten Tachykardien und Dyspnoe sowie teilweise sei die Patientin „schwindlich“. | Bei geringen Anstrengungen kommt es nun wieder zu pectanginösen Symptomen, vermehrten Tachykardien und Dyspnoe."
erschöpfungssymptomen antrieb leistungsfähigkeit,2,0.3,
jahren erschöpfungssymptomen antrieb leistungsfähigkeit,2,0.3,
durchschlafstörungen gestört vergangenheit,2,0.3,
erschöpfungssymptomen antrieb leistungsfähigkeit reduziert,2,0.3,
müdigkeitssyndrom erschöpft fühle,2,0.3,
chronisches müdigkeitssyndrom erschöpft,2,0.3,
müdigkeitssyndrom erschöpft fühle belastbarkeitsgrenze,2,0.3,
hinaus zehn jahren dorsalgien,2,0.3,
betrifft migräne,2,0.3,
stechenden empfunden migräne,2,0.3,
spannungskopfschmerzen bereich,2,0.3,
schmerzen arthrose,2,0.3,
orthopädisch diagnose,2,0.3,
durchschlafstörungen gestört geringen anstrengungen,2,0.3,
hinaus verdauungsstörungen zwanzig jahren,2,0.3,
zervikobrachialgien symptomatik ersten covid,2,0.3,
charakter rauschen tinnitus nacht,2,0.3,
laktoseintoleranz,2,0.3,"Zudem leide sie unter Laktoseintoleranz. | Es sei dann eine Histaminunverträglichkeit, Laktoseintoleranz, Sorbitintolleranz, Fruktosemalabsorbption diagnostiziert worden."
jahren zervikobrachialgien symptomatik ersten,2,0.3,
tachykardien dyspnoe,2,0.3,
schlafstörungen konzentrationsstörungen,2,0.3,
durchschlafstörungen gestört einer,2,0.3,
jahren psoriasis,2,0.3,
einen beidseitigen tinnitus,2,0.3,"Die Patientin berichtet seit Jahren über einen beidseitigen Tinnitus im Sinne eines hochfrequenten, pfeifenden Geräusches. | Weiterhin berichtet die Patientin über einen beidseitigen Tinnitus aurium, der sie bereits seit vielen Jahren begleitet und sich in den letzten vier Wochen deutlich verschlechtert habe."
migräne kopfschmerzen,2,0.3,
fibromyalgie diagnostiziert,2,0.3,Im Jahr 2002 sei eine Fibromyalgie diagnostiziert worden. | Es wurde hier vor Jahren eine einer Fibromyalgie diagnostiziert.
kopfschmerzen übelkeit,2,0.3,
spannungskopfschmerzen migräne,2,0.3,
unterscheiden spannungskopfschmerzen,2,0.3,
zervikobrachialgien symptomatik ersten,2,0.3,
hinaus verdauungsstörungen zwanzig,2,0.3,
zwanzig jahren einem tinnitus,2,0.3,
vermehrten tachykardien dyspnoe,2,0.3,
tachykardie,2,0.3,Es wurde bei ihr ein orthostatisches posturales Tachykardie-Syndrom (POTS) diagnostiziert. | Paroxysmales Vorhofflimmern sowie bekannte AVNR-Tachykardie.
ekzeme,2,0.3,"Seit der COVID-Infektion berichtet die Patientin über rezidivierende Ekzeme an der rechten Handinnenfläche sowie häufige Hautveränderungen an der Kopfhaut. | Die Neurodermitis bestünde seit 30 Jahren, wobei die Ekzeme besonders im Sommer, im Bereich der Kniekehlen, Armbeuge, um den Mund und an den Fußsohlen auftreten, seien verbunden mit starkem Juckreiz, gelegentlich auch mit Atembeschwerden."
spannungskopfschmerzen energie kraft,2,0.3,
spannungskopfschmerzen energie,2,0.3,
spannungskopfschmerzen energie kraft aufbauen,2,0.3,
chronischen schlafstörungen,2,0.3,"Darüber hinaus leide sie unter chronischen Schlafstörungen. | Die Patientin berichtet bei Aufnahmegespräch von multiplen Beschwerden, insbesondere leide sie seit fünfzehn Jahren unter chronischen Schlafstörungen."
müdigkeit schlafstörungen,2,0.3,
einem jahr dorsalgien,2,0.3,
spannungskopfschmerzen hinaus einem jahr,2,0.3,
spannungskopfschmerzen hinaus einem,2,0.3,
bronchitis jahr,2,0.3,
kopfschmerzen schlafstörungen,2,0.3,
jahren zunehmende schwäche erschöpfungssymptomatik,2,0.3,
zunehmende schwäche erschöpfungssymptomatik,2,0.3,
behandlungsbedürftige beschwerden tinnitus,2,0.3,
schlaf durchschlafstörungen gestört drei,2,0.3,
tinnitus rechts,2,0.3,"Weitere behandlungsbedürftige Beschwerden bestehen in einem seit längerer Zeit bestehenden Tinnitus rechts in Form eines hohen Pfeiftons, der sich insbesondere bei Wetterumschwung und unter Stressbelastung verstärkt. | Weitere behandlungsbedürftige Beschwerden: Tinnitus rechts > links, hoher Pfeifton, Verschlimmerung durch Stress."
kapsulitis,2,0.3,Im Rahmen orthopädischer Vorabklärungen wurden sowohl ein subakromiales Impingement-Syndrom als auch eine beginnende adhäsive Kapsulitis („Frozen Shoulder“) als mögliche Ursachen diskutiert. | Gemäß CT vom 26.06.2024 wurde als Hauptursache der Beschwerden eine glenohumerale Kapsulitis festgestellt.
blockaden spannungskopfschmerzen hinaus,2,0.3,
häufigen blockaden spannungskopfschmerzen hinaus,2,0.3,
einem jahr dorsalgien bereich,2,0.3,
hinaus einem jahr dorsalgien,2,0.3,
gepflegtem zustand reizlose narbe,2,0.3,
zustand reizlose narbe thyreoidektomie,2,0.3,
zustand reizlose,2,0.3,
zähne gepflegtem zustand reizlose,2,0.3,
gepflegtem zustand reizlose,2,0.3,
reizlose narbe thyreoidektomie,2,0.3,
koxarthrose diagnostiziert,2,0.3,Es wurde eine Koxarthrose diagnostiziert. | Es wurde hier eine fortgeschrittene Koxarthrose diagnostiziert.
reizlose narbe thyreoidektomie kein,2,0.3,
zustand reizlose narbe,2,0.3,
jahren erschöpfung verminderter körperlicher,2,0.3,
gefasst zehn jahren erschöpfung,2,0.3,
jahren erschöpfung verminderter,2,0.3,
zehn jahren erschöpfung verminderter,2,0.3,
zehn jahren erschöpfung,2,0.3,
bestehende rückenschmerzen,2,0.3,"Ein weiteres Problem sind seit dem Jahr 2014 bestehende Rückenschmerzen, vor allem im Bereich der Brustwirbelsäule. | Bei Aufnahmegespräch berichtet die Patientin über seit langem bestehende Rückenschmerzen im Bereich der Lendenwirbelsäule mit wechselnder Intensität."
durchschlafstörungen erheblich beeinträchtigt hinsichtlich,2,0.3,
rückenschmerzen bereich lendenwirbelsäule,2,0.3,
beschwerden tinnitus,2,0.3,
leichten konzentrations merkfähigkeitsstörungen,2,0.3,
schwäche erschöpfungssymptomatik,2,0.3,
weitere behandlungsbedürftige beschwerden tinnitus,2,0.3,
geworden leichten konzentrations merkfähigkeitsstörungen,2,0.3,
beeinträchtigt schlaf durchschlafstörungen gestört,2,0.3,
schwindelsymptomatik fühle,2,0.3,
schwindelsymptomatik fühle schwankend benommen,2,0.3,
muskulatur gelenke rückenschmerzen,2,0.3,
gelenke rückenschmerzen,2,0.3,
aufgrund erschöpfung psychischen verfassung,2,0.3,
aufgrund erschöpfung psychischen,2,0.3,
begleitend ziehenden kopfschmerzen,2,0.3,
komme aufgrund erschöpfung psychischen,2,0.3,
periorale dermatitis,2,0.3,"Darüber hinaus berichtet die Patientin seit 1,5 Jahr immer wieder unter periorale Dermatitis zu leiden. | Darüber hinaus leide der Patientin seit über fünf Jahren immer wieder unter periorale Dermatitis zu leiden."
verspannung begleitend ziehenden kopfschmerzen,2,0.3,
ziehenden kopfschmerzen hinterkopf,2,0.3,
begleitend ziehenden kopfschmerzen hinterkopf,2,0.3,
ziehenden kopfschmerzen,2,0.3,"Zudem leide sie teilweise unter ziehenden Kopfschmerzen, die am Hinterkopf lokalisieren sind. | Zudem leide sie teilweise unter ziehenden Kopfschmerzen, die von den Hinterkopf bis zum Stirnbereich lokalisieren sind."
